,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
11236,290.0,4553.0,0.0,32.0,37.0,5551.0,780.0,1.0,250.0,35.0,124.0,202104130400,202104130500,479.0,160.0,11174.0,11653.0,4,1
11237,292.0,4695.0,0.0,861.0,37.0,5550.0,797.0,170.0,249.0,32.0,116.0,202104130500,202104130600,1465.0,318.0,11334.0,12799.0,11,2
11238,291.0,4691.0,0.0,868.0,35.0,5549.0,811.0,819.0,246.0,2.0,78.0,202104130600,202104130700,2048.0,899.0,11342.0,13390.0,15,7
11239,288.0,4485.0,0.0,616.0,35.0,5555.0,800.0,1672.0,250.0,,27.0,202104130700,202104130800,2600.0,1699.0,11128.0,13728.0,19,12
11240,290.0,4392.0,0.0,182.0,36.0,5553.0,763.0,2143.0,252.0,,33.0,202104130800,202104130900,2646.0,2176.0,10998.0,13644.0,19,16
11241,284.0,4060.0,0.0,50.0,36.0,5546.0,779.0,2466.0,246.0,,35.0,202104130900,202104131000,2833.0,2501.0,10669.0,13502.0,21,19
11242,286.0,4034.0,0.0,41.0,36.0,5545.0,786.0,2888.0,252.0,,28.0,202104131000,202104131100,3245.0,2916.0,10651.0,13896.0,23,21
11243,287.0,3978.0,0.0,,36.0,5547.0,782.0,2850.0,254.0,,26.0,202104131100,202104131200,3166.0,2876.0,10594.0,13760.0,23,21
11244,287.0,4159.0,0.0,,37.0,5546.0,777.0,2656.0,253.0,,28.0,202104131200,202104131300,2974.0,2684.0,10769.0,13743.0,22,20
11245,287.0,4175.0,0.0,,37.0,5550.0,778.0,2408.0,238.0,,38.0,202104131300,202104131400,2721.0,2446.0,10790.0,13511.0,20,18
11246,289.0,4304.0,0.0,,38.0,5546.0,782.0,1878.0,253.0,,44.0,202104131400,202104131500,2213.0,1922.0,10921.0,13134.0,17,15
11247,285.0,4393.0,0.0,,38.0,5546.0,784.0,1375.0,251.0,,36.0,202104131500,202104131600,1700.0,1411.0,11008.0,12708.0,13,11
11248,286.0,4319.0,0.0,5.0,37.0,5548.0,777.0,844.0,255.0,,40.0,202104131600,202104131700,1181.0,884.0,10930.0,12111.0,10,7
11249,286.0,4353.0,0.0,544.0,37.0,5548.0,779.0,317.0,252.0,,52.0,202104131700,202104131800,1202.0,369.0,10966.0,12168.0,10,3
11250,281.0,4427.0,0.0,379.0,38.0,5550.0,777.0,22.0,253.0,,29.0,202104131800,202104131900,721.0,51.0,11035.0,11756.0,6,0
11251,279.0,4278.0,0.0,454.0,38.0,5551.0,779.0,0.0,249.0,,20.0,202104131900,202104132000,761.0,20.0,10887.0,11648.0,7,0
11252,277.0,4310.0,0.0,115.0,37.0,5551.0,771.0,0.0,249.0,,28.0,202104132000,202104132100,429.0,28.0,10909.0,11338.0,4,0
11253,278.0,4393.0,0.0,124.0,38.0,5551.0,770.0,0.0,251.0,,50.0,202104132100,202104132200,463.0,50.0,10992.0,11455.0,4,0
11254,283.0,4046.0,0.0,,36.0,5550.0,724.0,0.0,251.0,2.0,50.0,202104132200,202104132300,339.0,52.0,10603.0,10942.0,3,0
11255,289.0,4103.0,0.0,,35.0,5549.0,654.0,0.0,249.0,1.0,58.0,202104132300,202104140000,343.0,59.0,10595.0,10938.0,3,1
11256,290.0,4198.0,0.0,,34.0,5552.0,663.0,0.0,250.0,,33.0,202104140000,202104140100,317.0,33.0,10703.0,11020.0,3,0
11257,287.0,4179.0,0.0,,33.0,5554.0,709.0,0.0,247.0,,30.0,202104140100,202104140200,310.0,30.0,10729.0,11039.0,3,0
11258,288.0,4161.0,0.0,,34.0,5558.0,722.0,0.0,247.0,65.0,39.0,202104140200,202104140300,385.0,104.0,10729.0,11114.0,3,1
11259,289.0,4193.0,0.0,,33.0,5562.0,738.0,0.0,249.0,178.0,41.0,202104140300,202104140400,501.0,219.0,10782.0,11283.0,4,2
11260,287.0,4221.0,0.0,143.0,29.0,5559.0,753.0,1.0,247.0,371.0,32.0,202104140400,202104140500,823.0,404.0,10820.0,11643.0,7,3
11261,287.0,4515.0,0.0,669.0,28.0,5560.0,754.0,159.0,247.0,456.0,36.0,202104140500,202104140600,1595.0,651.0,11116.0,12711.0,13,5
11262,287.0,4528.0,6.0,765.0,28.0,5556.0,774.0,686.0,246.0,456.0,44.0,202104140600,202104140700,2225.0,1186.0,11151.0,13376.0,17,9
11263,284.0,4260.0,6.0,252.0,28.0,5554.0,734.0,1498.0,235.0,499.0,29.0,202104140700,202104140800,2541.0,2026.0,10838.0,13379.0,19,15
11264,287.0,3754.0,0.0,13.0,29.0,5548.0,706.0,2156.0,240.0,454.0,34.0,202104140800,202104140900,2926.0,2644.0,10295.0,13221.0,22,20
11265,284.0,3822.0,0.0,,30.0,5543.0,710.0,2158.0,242.0,451.0,55.0,202104140900,202104141000,2936.0,2664.0,10359.0,13295.0,22,20
11266,284.0,4070.0,0.0,37.0,32.0,5545.0,765.0,1971.0,246.0,464.0,57.0,202104141000,202104141100,2807.0,2492.0,10664.0,13471.0,21,18
11267,282.0,3972.0,0.0,,33.0,5548.0,763.0,2054.0,246.0,525.0,78.0,202104141100,202104141200,2936.0,2657.0,10565.0,13501.0,22,20
11268,285.0,3873.0,0.0,,33.0,5547.0,775.0,1782.0,246.0,531.0,126.0,202104141200,202104141300,2718.0,2439.0,10480.0,13198.0,21,18
11269,283.0,3940.0,0.0,,34.0,5544.0,780.0,1746.0,245.0,444.0,170.0,202104141300,202104141400,2639.0,2360.0,10547.0,13186.0,20,18
11270,287.0,3980.0,0.0,,33.0,5542.0,759.0,1472.0,249.0,519.0,194.0,202104141400,202104141500,2467.0,2185.0,10568.0,13035.0,19,17
11271,291.0,4250.0,0.0,27.0,30.0,5546.0,762.0,990.0,249.0,470.0,230.0,202104141500,202104141600,1996.0,1690.0,10849.0,12845.0,16,13
11272,284.0,4204.0,0.0,129.0,24.0,5546.0,757.0,620.0,251.0,596.0,293.0,202104141600,202104141700,1913.0,1509.0,10791.0,12704.0,15,12
11273,289.0,4424.0,0.0,614.0,21.0,5547.0,752.0,268.0,248.0,647.0,343.0,202104141700,202104141800,2141.0,1258.0,11012.0,13153.0,16,10
11274,290.0,4541.0,0.0,714.0,19.0,5548.0,749.0,26.0,249.0,753.0,377.0,202104141800,202104141900,2138.0,1156.0,11128.0,13266.0,16,9
11275,282.0,4254.0,0.0,418.0,23.0,5550.0,727.0,0.0,249.0,745.0,283.0,202104141900,202104142000,1718.0,1028.0,10813.0,12531.0,14,8
11276,281.0,4283.0,0.0,83.0,26.0,5551.0,702.0,0.0,250.0,770.0,239.0,202104142000,202104142100,1368.0,1009.0,10817.0,12185.0,11,8
11277,282.0,4328.0,0.0,33.0,29.0,5549.0,726.0,0.0,250.0,694.0,307.0,202104142100,202104142200,1313.0,1001.0,10885.0,12198.0,11,8
11278,281.0,4096.0,0.0,,29.0,5548.0,664.0,0.0,248.0,601.0,335.0,202104142200,202104142300,1213.0,936.0,10589.0,11802.0,10,8
11279,279.0,4201.0,0.0,,30.0,5549.0,652.0,0.0,248.0,459.0,357.0,202104142300,202104150000,1094.0,816.0,10681.0,11775.0,9,7
11280,282.0,4115.0,0.0,,28.0,5551.0,658.0,0.0,249.0,394.0,342.0,202104150000,202104150100,1013.0,736.0,10606.0,11619.0,9,6
11281,282.0,4012.0,0.0,,26.0,5551.0,627.0,0.0,248.0,321.0,337.0,202104150100,202104150200,932.0,658.0,10472.0,11404.0,8,6
11282,283.0,4035.0,0.0,,27.0,5554.0,637.0,0.0,247.0,318.0,260.0,202104150200,202104150300,852.0,578.0,10509.0,11361.0,7,5
11283,286.0,4397.0,0.0,,29.0,5554.0,698.0,0.0,236.0,175.0,228.0,202104150300,202104150400,668.0,403.0,10935.0,11603.0,6,3
11284,291.0,4482.0,0.0,,28.0,5554.0,739.0,2.0,236.0,230.0,185.0,202104150400,202104150500,681.0,417.0,11066.0,11747.0,6,4
11285,285.0,4454.0,0.0,73.0,29.0,5554.0,757.0,200.0,237.0,412.0,156.0,202104150500,202104150600,1107.0,768.0,11050.0,12157.0,9,6
11286,288.0,4387.0,5.0,,29.0,5552.0,764.0,788.0,241.0,286.0,97.0,202104150600,202104150700,1441.0,1171.0,10996.0,12437.0,12,9
11287,286.0,4113.0,0.0,,28.0,5551.0,736.0,1395.0,240.0,210.0,53.0,202104150700,202104150800,1926.0,1658.0,10686.0,12612.0,15,13
11288,280.0,4287.0,0.0,,28.0,5552.0,723.0,1686.0,239.0,278.0,65.0,202104150800,202104150900,2296.0,2029.0,10842.0,13138.0,17,15
11289,278.0,4584.0,54.0,27.0,27.0,5544.0,759.0,1604.0,239.0,103.0,98.0,202104150900,202104151000,2098.0,1805.0,11219.0,13317.0,16,14
11290,275.0,4524.0,34.0,35.0,27.0,5544.0,788.0,1659.0,237.0,296.0,103.0,202104151000,202104151100,2357.0,2058.0,11165.0,13522.0,17,15
11291,272.0,3732.0,0.0,,25.0,5544.0,784.0,1778.0,235.0,375.0,125.0,202104151100,202104151200,2538.0,2278.0,10332.0,12870.0,20,18
11292,274.0,3645.0,0.0,,25.0,5543.0,761.0,1867.0,233.0,483.0,161.0,202104151200,202104151300,2769.0,2511.0,10223.0,12992.0,21,19
11293,281.0,3564.0,0.0,,25.0,5543.0,789.0,1699.0,235.0,550.0,188.0,202104151300,202104151400,2697.0,2437.0,10177.0,12874.0,21,19
11294,283.0,3725.0,0.0,,26.0,5538.0,789.0,1590.0,236.0,605.0,223.0,202104151400,202104151500,2680.0,2418.0,10335.0,13015.0,21,19
11295,282.0,3909.0,0.0,,26.0,5538.0,788.0,1194.0,236.0,655.0,289.0,202104151500,202104151600,2400.0,2138.0,10517.0,12917.0,19,17
11296,279.0,4220.0,0.0,,26.0,5537.0,768.0,792.0,235.0,807.0,308.0,202104151600,202104151700,2168.0,1907.0,10804.0,12972.0,17,15
11297,283.0,4400.0,0.0,25.0,26.0,5538.0,773.0,300.0,232.0,803.0,365.0,202104151700,202104151800,1751.0,1468.0,10994.0,12745.0,14,12
11298,289.0,4376.0,0.0,34.0,26.0,5539.0,774.0,33.0,239.0,820.0,379.0,202104151800,202104151900,1531.0,1232.0,10978.0,12509.0,12,10
11299,284.0,4289.0,0.0,5.0,26.0,5539.0,772.0,0.0,238.0,831.0,416.0,202104151900,202104152000,1516.0,1247.0,10884.0,12400.0,12,10
11300,283.0,4225.0,0.0,,22.0,5541.0,683.0,0.0,237.0,763.0,461.0,202104152000,202104152100,1483.0,1224.0,10732.0,12215.0,12,10
11301,284.0,4197.0,0.0,,24.0,5543.0,658.0,0.0,232.0,739.0,531.0,202104152100,202104152200,1526.0,1270.0,10682.0,12208.0,12,10
11302,290.0,3744.0,0.0,,27.0,5542.0,619.0,0.0,230.0,742.0,609.0,202104152200,202104152300,1608.0,1351.0,10195.0,11803.0,14,11
11303,284.0,3230.0,0.0,,29.0,5544.0,624.0,0.0,234.0,649.0,618.0,202104152300,202104160000,1530.0,1267.0,9682.0,11212.0,14,11
11304,284.0,3298.0,0.0,,31.0,5545.0,608.0,0.0,238.0,429.0,563.0,202104160000,202104160100,1261.0,992.0,9735.0,10996.0,11,9
11305,286.0,3438.0,0.0,,32.0,5545.0,630.0,0.0,245.0,258.0,516.0,202104160100,202104160200,1051.0,774.0,9899.0,10950.0,10,7
11306,290.0,3683.0,0.0,,31.0,5546.0,722.0,0.0,249.0,166.0,429.0,202104160200,202104160300,875.0,595.0,10241.0,11116.0,8,5
11307,282.0,3956.0,0.0,,31.0,5550.0,752.0,0.0,249.0,159.0,367.0,202104160300,202104160400,806.0,526.0,10540.0,11346.0,7,5
11308,282.0,4297.0,0.0,,27.0,5554.0,765.0,1.0,251.0,158.0,361.0,202104160400,202104160500,798.0,520.0,10898.0,11696.0,7,4
11309,290.0,4403.0,0.0,,27.0,5555.0,766.0,169.0,245.0,139.0,344.0,202104160500,202104160600,924.0,652.0,11014.0,11938.0,8,5
11310,287.0,4495.0,0.0,,24.0,5553.0,784.0,707.0,234.0,180.0,289.0,202104160600,202104160700,1434.0,1176.0,11119.0,12553.0,11,9
11311,286.0,4136.0,0.0,,18.0,5549.0,775.0,1442.0,232.0,224.0,158.0,202104160700,202104160800,2074.0,1824.0,10746.0,12820.0,16,14
11312,283.0,3647.0,0.0,,17.0,5544.0,715.0,2313.0,238.0,272.0,147.0,202104160800,202104160900,2987.0,2732.0,10189.0,13176.0,23,21
11313,281.0,2655.0,0.0,,20.0,5541.0,611.0,3024.0,235.0,265.0,349.0,202104160900,202104161000,3893.0,3638.0,9088.0,12981.0,30,28
11314,286.0,2379.0,0.0,,24.0,5539.0,533.0,3031.0,234.0,285.0,525.0,202104161000,202104161100,4099.0,3841.0,8737.0,12836.0,32,30
11315,285.0,2645.0,0.0,,26.0,5534.0,594.0,2704.0,235.0,337.0,550.0,202104161100,202104161200,3852.0,3591.0,9058.0,12910.0,30,28
11316,287.0,2764.0,0.0,,28.0,5535.0,715.0,2185.0,239.0,367.0,458.0,202104161200,202104161300,3277.0,3010.0,9301.0,12578.0,26,24
11317,287.0,2677.0,0.0,,28.0,5535.0,738.0,1815.0,233.0,506.0,375.0,202104161300,202104161400,2957.0,2696.0,9237.0,12194.0,24,22
11318,282.0,2550.0,0.0,,27.0,5535.0,729.0,1488.0,227.0,559.0,311.0,202104161400,202104161500,2612.0,2358.0,9096.0,11708.0,22,20
11319,280.0,2818.0,0.0,,26.0,5535.0,723.0,1224.0,228.0,568.0,260.0,202104161500,202104161600,2306.0,2052.0,9356.0,11662.0,20,18
11320,280.0,3491.0,0.0,,25.0,5539.0,681.0,863.0,230.0,458.0,242.0,202104161600,202104161700,1818.0,1563.0,9991.0,11809.0,15,13
11321,280.0,3748.0,0.0,33.0,24.0,5542.0,729.0,344.0,229.0,499.0,258.0,202104161700,202104161800,1387.0,1101.0,10299.0,11686.0,12,9
11322,279.0,3782.0,0.0,34.0,25.0,5539.0,755.0,33.0,229.0,606.0,326.0,202104161800,202104161900,1253.0,965.0,10355.0,11608.0,11,8
11323,280.0,3646.0,0.0,19.0,25.0,5539.0,727.0,0.0,230.0,747.0,456.0,202104161900,202104162000,1477.0,1203.0,10192.0,11669.0,13,10
11324,276.0,3736.0,0.0,,26.0,5539.0,647.0,0.0,230.0,757.0,529.0,202104162000,202104162100,1542.0,1286.0,10198.0,11740.0,13,11
11325,279.0,3753.0,0.0,,29.0,5540.0,678.0,0.0,227.0,749.0,549.0,202104162100,202104162200,1554.0,1298.0,10250.0,11804.0,13,11
11326,282.0,2751.0,0.0,,29.0,5539.0,633.0,0.0,227.0,800.0,601.0,202104162200,202104162300,1657.0,1401.0,9205.0,10862.0,15,13
11327,282.0,2418.0,0.0,,28.0,5541.0,590.0,0.0,229.0,752.0,600.0,202104162300,202104170000,1609.0,1352.0,8831.0,10440.0,15,13
11328,279.0,2378.0,0.0,,28.0,5542.0,622.0,0.0,225.0,607.0,584.0,202104170000,202104170100,1444.0,1191.0,8821.0,10265.0,14,12
11329,283.0,2367.0,0.0,,28.0,5542.0,641.0,0.0,223.0,549.0,549.0,202104170100,202104170200,1349.0,1098.0,8833.0,10182.0,13,11
11330,286.0,2434.0,0.0,,29.0,5543.0,660.0,0.0,222.0,479.0,502.0,202104170200,202104170300,1232.0,981.0,8923.0,10155.0,12,10
11331,285.0,2475.0,0.0,,28.0,5546.0,698.0,0.0,224.0,366.0,427.0,202104170300,202104170400,1045.0,793.0,9004.0,10049.0,10,8
11332,285.0,2513.0,0.0,,28.0,5549.0,729.0,4.0,224.0,272.0,376.0,202104170400,202104170500,904.0,652.0,9076.0,9980.0,9,7
11333,283.0,2454.0,0.0,,27.0,5549.0,763.0,196.0,223.0,271.0,346.0,202104170500,202104170600,1063.0,813.0,9049.0,10112.0,11,8
11334,287.0,2376.0,0.0,33.0,30.0,5548.0,774.0,790.0,225.0,261.0,266.0,202104170600,202104170700,1605.0,1317.0,8985.0,10590.0,15,12
11335,287.0,2304.0,0.0,33.0,31.0,5545.0,741.0,1698.0,227.0,269.0,160.0,202104170700,202104170800,2418.0,2127.0,8877.0,11295.0,21,19
11336,288.0,1901.0,0.0,,31.0,5542.0,676.0,2553.0,227.0,298.0,171.0,202104170800,202104170900,3280.0,3022.0,8407.0,11687.0,28,26
11337,257.0,1630.0,0.0,,32.0,5541.0,592.0,3126.0,223.0,235.0,260.0,202104170900,202104171000,3876.0,3621.0,8020.0,11896.0,33,30
11338,222.0,1600.0,0.0,,32.0,5539.0,549.0,3180.0,222.0,291.0,368.0,202104171000,202104171100,4093.0,3839.0,7910.0,12003.0,34,32
11339,188.0,1522.0,0.0,,30.0,5538.0,534.0,3366.0,220.0,350.0,390.0,202104171100,202104171200,4356.0,4106.0,7782.0,12138.0,36,34
11340,165.0,1540.0,0.0,,25.0,5537.0,506.0,3408.0,221.0,159.0,314.0,202104171200,202104171300,4127.0,3881.0,7748.0,11875.0,35,33
11341,162.0,1539.0,0.0,,23.0,5534.0,492.0,3122.0,219.0,145.0,347.0,202104171300,202104171400,3856.0,3614.0,7727.0,11583.0,33,31
11342,164.0,1572.0,0.0,,22.0,5532.0,478.0,2556.0,220.0,151.0,397.0,202104171400,202104171500,3346.0,3104.0,7746.0,11092.0,30,28
11343,182.0,1934.0,0.0,,23.0,5530.0,480.0,1812.0,227.0,505.0,478.0,202104171500,202104171600,3045.0,2795.0,8126.0,11171.0,27,25
11344,265.0,2206.0,0.0,1.0,24.0,5528.0,550.0,985.0,229.0,808.0,500.0,202104171600,202104171700,2547.0,2293.0,8549.0,11096.0,23,21
11345,283.0,2684.0,0.0,69.0,25.0,5527.0,583.0,318.0,228.0,721.0,501.0,202104171700,202104171800,1862.0,1540.0,9077.0,10939.0,17,14
11346,285.0,2964.0,0.0,81.0,26.0,5529.0,710.0,29.0,227.0,576.0,485.0,202104171800,202104171900,1424.0,1090.0,9488.0,10912.0,13,10
11347,287.0,2876.0,0.0,95.0,27.0,5529.0,743.0,0.0,227.0,589.0,444.0,202104171900,202104172000,1382.0,1033.0,9435.0,10817.0,13,10
11348,284.0,2581.0,0.0,1.0,27.0,5530.0,714.0,0.0,228.0,462.0,326.0,202104172000,202104172100,1044.0,788.0,9109.0,10153.0,10,8
11349,287.0,2689.0,0.0,65.0,27.0,5530.0,698.0,0.0,230.0,366.0,282.0,202104172100,202104172200,970.0,648.0,9204.0,10174.0,10,6
11350,285.0,2597.0,0.0,1.0,28.0,5531.0,662.0,0.0,231.0,345.0,259.0,202104172200,202104172300,864.0,604.0,9075.0,9939.0,9,6
11351,284.0,2573.0,0.0,,27.0,5532.0,570.0,0.0,226.0,317.0,258.0,202104172300,202104180000,828.0,575.0,8959.0,9787.0,8,6
11352,285.0,2730.0,0.0,,26.0,5535.0,582.0,0.0,228.0,203.0,217.0,202104180000,202104180100,674.0,420.0,9132.0,9806.0,7,4
11353,289.0,2808.0,0.0,,26.0,5536.0,655.0,0.0,226.0,85.0,173.0,202104180100,202104180200,510.0,258.0,9288.0,9798.0,5,3
11354,280.0,2851.0,0.0,,26.0,5538.0,704.0,0.0,226.0,30.0,120.0,202104180200,202104180300,402.0,150.0,9373.0,9775.0,4,2
11355,281.0,2763.0,0.0,,26.0,5539.0,718.0,0.0,226.0,20.0,94.0,202104180300,202104180400,366.0,114.0,9301.0,9667.0,4,1
11356,282.0,2860.0,0.0,,26.0,5531.0,731.0,5.0,226.0,5.0,67.0,202104180400,202104180500,329.0,77.0,9404.0,9733.0,3,1
11357,284.0,2764.0,0.0,,25.0,5528.0,746.0,222.0,225.0,22.0,48.0,202104180500,202104180600,542.0,292.0,9322.0,9864.0,5,3
11358,284.0,2636.0,0.0,,26.0,5528.0,707.0,817.0,221.0,7.0,24.0,202104180600,202104180700,1095.0,848.0,9155.0,10250.0,11,8
11359,281.0,2436.0,0.0,,25.0,5525.0,671.0,1614.0,222.0,7.0,17.0,202104180700,202104180800,1885.0,1638.0,8913.0,10798.0,17,15
11360,283.0,2224.0,0.0,,25.0,5523.0,625.0,2397.0,226.0,12.0,26.0,202104180800,202104180900,2686.0,2435.0,8655.0,11341.0,24,21
11361,288.0,2194.0,0.0,,25.0,5522.0,594.0,2971.0,236.0,12.0,44.0,202104180900,202104181000,3288.0,3027.0,8598.0,11886.0,28,25
11362,272.0,1709.0,0.0,,24.0,5519.0,565.0,3275.0,237.0,16.0,63.0,202104181000,202104181100,3615.0,3354.0,8065.0,11680.0,31,29
11363,185.0,1541.0,0.0,,25.0,5514.0,485.0,3374.0,238.0,33.0,62.0,202104181100,202104181200,3732.0,3469.0,7725.0,11457.0,33,30
11364,154.0,1651.0,0.0,,24.0,5512.0,471.0,3226.0,227.0,39.0,73.0,202104181200,202104181300,3589.0,3338.0,7788.0,11377.0,32,29
11365,152.0,1550.0,0.0,,25.0,5512.0,449.0,2828.0,217.0,32.0,95.0,202104181300,202104181400,3197.0,2955.0,7663.0,10860.0,29,27
11366,156.0,1777.0,0.0,,24.0,5509.0,460.0,2310.0,220.0,18.0,101.0,202104181400,202104181500,2673.0,2429.0,7902.0,10575.0,25,23
11367,217.0,2328.0,0.0,,24.0,5507.0,515.0,1755.0,224.0,43.0,107.0,202104181500,202104181600,2153.0,1905.0,8567.0,10720.0,20,18
11368,276.0,2947.0,0.0,,24.0,5505.0,576.0,1001.0,225.0,57.0,117.0,202104181600,202104181700,1424.0,1175.0,9304.0,10728.0,13,11
11369,283.0,3430.0,0.0,1.0,24.0,5508.0,698.0,355.0,221.0,12.0,118.0,202104181700,202104181800,731.0,485.0,9919.0,10650.0,7,5
11370,286.0,3577.0,0.0,34.0,24.0,5510.0,740.0,37.0,222.0,4.0,146.0,202104181800,202104181900,467.0,187.0,10113.0,10580.0,4,2
11371,283.0,3682.0,0.0,34.0,24.0,5510.0,741.0,0.0,224.0,4.0,218.0,202104181900,202104182000,504.0,222.0,10216.0,10720.0,5,2
11372,286.0,3749.0,0.0,0.0,24.0,5511.0,671.0,0.0,223.0,1.0,294.0,202104182000,202104182100,542.0,295.0,10217.0,10759.0,5,3
11373,285.0,3564.0,0.0,,24.0,5514.0,665.0,0.0,218.0,,278.0,202104182100,202104182200,520.0,278.0,10028.0,10548.0,5,3
11374,280.0,3915.0,0.0,,25.0,5517.0,652.0,0.0,222.0,0.0,263.0,202104182200,202104182300,510.0,263.0,10364.0,10874.0,5,2
11375,286.0,3837.0,0.0,,24.0,5518.0,726.0,0.0,219.0,9.0,197.0,202104182300,202104190000,449.0,206.0,10367.0,10816.0,4,2
11376,286.0,3851.0,0.0,,23.0,5521.0,706.0,0.0,223.0,16.0,156.0,202104190000,202104190100,418.0,172.0,10364.0,10782.0,4,2
11377,288.0,3858.0,0.0,,22.0,5523.0,678.0,0.0,223.0,12.0,139.0,202104190100,202104190200,396.0,151.0,10347.0,10743.0,4,1
11378,285.0,3897.0,0.0,,23.0,5524.0,660.0,0.0,225.0,17.0,134.0,202104190200,202104190300,399.0,151.0,10366.0,10765.0,4,1
11379,287.0,3862.0,0.0,,23.0,5523.0,709.0,0.0,224.0,34.0,123.0,202104190300,202104190400,404.0,157.0,10381.0,10785.0,4,1
11380,286.0,4016.0,0.0,,23.0,5524.0,727.0,2.0,224.0,37.0,98.0,202104190400,202104190500,384.0,137.0,10553.0,10937.0,4,1
11381,284.0,4326.0,0.0,,24.0,5523.0,750.0,149.0,222.0,23.0,85.0,202104190500,202104190600,503.0,257.0,10883.0,11386.0,4,2
11382,288.0,4392.0,13.0,59.0,22.0,5525.0,733.0,557.0,219.0,13.0,51.0,202104190600,202104190700,921.0,621.0,10951.0,11872.0,8,5
11383,292.0,4253.0,2.0,17.0,20.0,5527.0,745.0,1110.0,214.0,53.0,24.0,202104190700,202104190800,1438.0,1187.0,10819.0,12257.0,12,10
11384,287.0,3787.0,0.0,,20.0,5529.0,704.0,1830.0,216.0,81.0,28.0,202104190800,202104190900,2175.0,1939.0,10307.0,12482.0,17,16
11385,283.0,3547.0,0.0,,19.0,5518.0,619.0,2399.0,211.0,70.0,42.0,202104190900,202104191000,2741.0,2511.0,9967.0,12708.0,22,20
11386,283.0,3524.0,0.0,,18.0,5514.0,593.0,2266.0,223.0,36.0,55.0,202104191000,202104191100,2598.0,2357.0,9914.0,12512.0,21,19
11387,286.0,3545.0,0.0,,17.0,5512.0,639.0,1850.0,225.0,71.0,57.0,202104191100,202104191200,2220.0,1978.0,9982.0,12202.0,18,16
11388,288.0,3708.0,0.0,,17.0,5510.0,708.0,1754.0,227.0,90.0,62.0,202104191200,202104191300,2150.0,1906.0,10214.0,12364.0,17,15
11389,288.0,3504.0,0.0,,19.0,5509.0,718.0,1676.0,224.0,69.0,57.0,202104191300,202104191400,2045.0,1802.0,10019.0,12064.0,17,15
11390,288.0,3532.0,0.0,,21.0,5505.0,666.0,1415.0,221.0,45.0,58.0,202104191400,202104191500,1760.0,1518.0,9991.0,11751.0,15,13
11391,290.0,3656.0,0.0,,23.0,5502.0,627.0,1271.0,219.0,34.0,56.0,202104191500,202104191600,1603.0,1361.0,10075.0,11678.0,14,12
11392,288.0,3947.0,0.0,,23.0,5505.0,616.0,749.0,224.0,9.0,73.0,202104191600,202104191700,1078.0,831.0,10356.0,11434.0,9,7
11393,289.0,4135.0,0.0,,22.0,5508.0,648.0,271.0,221.0,4.0,40.0,202104191700,202104191800,558.0,315.0,10580.0,11138.0,5,3
11394,291.0,4204.0,0.0,,21.0,5511.0,682.0,38.0,224.0,29.0,39.0,202104191800,202104191900,351.0,106.0,10688.0,11039.0,3,1
11395,290.0,4200.0,0.0,,20.0,5513.0,685.0,0.0,223.0,1.0,46.0,202104191900,202104192000,290.0,47.0,10688.0,10978.0,3,0
11396,291.0,4122.0,0.0,,19.0,5515.0,660.0,0.0,221.0,,39.0,202104192000,202104192100,279.0,39.0,10588.0,10867.0,3,0
11397,289.0,4003.0,0.0,,19.0,5517.0,666.0,0.0,221.0,4.0,36.0,202104192100,202104192200,280.0,40.0,10475.0,10755.0,3,0
11398,293.0,4118.0,0.0,,20.0,5517.0,592.0,0.0,223.0,9.0,35.0,202104192200,202104192300,287.0,44.0,10520.0,10807.0,3,0
11399,290.0,4067.0,0.0,,20.0,5519.0,627.0,0.0,220.0,10.0,31.0,202104192300,202104200000,281.0,41.0,10503.0,10784.0,3,0
11400,291.0,3997.0,0.0,,20.0,5520.0,625.0,0.0,222.0,7.0,35.0,202104200000,202104200100,284.0,42.0,10433.0,10717.0,3,0
11401,290.0,4036.0,0.0,,19.0,5520.0,622.0,0.0,224.0,,29.0,202104200100,202104200200,272.0,29.0,10468.0,10740.0,3,0
11402,291.0,4016.0,0.0,,17.0,5524.0,640.0,0.0,223.0,,24.0,202104200200,202104200300,264.0,24.0,10471.0,10735.0,2,0
11403,292.0,4021.0,0.0,,16.0,5524.0,656.0,0.0,221.0,,9.0,202104200300,202104200400,246.0,9.0,10493.0,10739.0,2,0
11404,295.0,4159.0,0.0,,16.0,5520.0,708.0,7.0,224.0,,14.0,202104200400,202104200500,261.0,21.0,10682.0,10943.0,2,0
11405,290.0,4346.0,0.0,,17.0,5518.0,732.0,214.0,223.0,,3.0,202104200500,202104200600,457.0,217.0,10886.0,11343.0,4,2
11406,287.0,4048.0,0.0,,19.0,5514.0,709.0,727.0,221.0,,4.0,202104200600,202104200700,971.0,731.0,10558.0,11529.0,8,6
11407,285.0,3970.0,0.0,29.0,24.0,5506.0,679.0,1448.0,221.0,,3.0,202104200700,202104200800,1725.0,1451.0,10440.0,12165.0,14,12
11408,288.0,3508.0,0.0,5.0,24.0,5496.0,678.0,2244.0,216.0,,4.0,202104200800,202104200900,2493.0,2248.0,9970.0,12463.0,20,18
